,Category,Sentence
10341,3,"Chouraqui lends documentary credibility to the horrors of the killing field and the barbarity of ""ethnic cleansing."""
10342,4,Woody Allen can write and deliver as well as anyone.
10343,0,Only for dancers.
10344,4,"A funny and touching film, ravishingly played by a British cast that can rival Gosford Park's."
10345,1,"With McConaughey in a completely irony-free zone and Bale confined mainly to twitching his sensitive eyelids, there is not enough intelligence, wit or innovation on screen to attract and entertain an older audience."
10346,1,"Mattei gets so completely lost in the circular structure of the film that he never offers a revealing discourse about, well, love in the time of money."
10347,3,"Confessions are not always coherent, but they are very funny and surprisingly touching, so hold the gong."
10348,4,"Weaver and LaPaglia are both excellent, in a kind of restraint that makes us forget that they're actually movie people."
10349,2,"By the time it ends in an onslaught of sequins, light bulbs, blaring brass and back-stabbing babes, it has said a lot about how show business has infiltrated every corner of society - and not always for the better."
10350,1,"Parts of the film feel a little too much like an infomercial for Ram Dass's latest book, which focuses on the demographic boom."
10351,0,There are now two signs that M. Night Shyamalan's feature debut has absorbed everything he has to give to the mystical genres of cinema: Unbreakable and Signs.
10352,0,It takes too long and sinks into an overabundance of characters and unnecessary subplots.
10353,1,"This is a monumental achievement in virtually every facet of clumsy filmmaking: joyless, idiotic, annoying, clumsy, visually gruesome and often downright creepy."
10354,2,"This is not a classic Spielberg, and it is, after all, minimally satisfying."
10355,1,"Where Tom Green stages his gags as attacks on America's knee-jerk moral sanctity, Jackass lacks a yearning for social upheaval."
10356,1,"Although the impostor takes on the appearance of a modern cinema film, he is also a bomb."
10357,3,Shiner can certainly go far but is not World Cup material
10358,1,"The lasting impression, despite the mild hallucinogenic buzz, is one of overwhelming profligacy - the hectares of haute couture can't quite hide the fact that there's nothing here that resembles a sting."
10359,1,"The dramatic scenes are often unintentionally funny, and the action sequences - clearly the main event - are surprisingly uninvolving."
10360,4,Even better than the first!
10361,1,All mood and no film.
10362,1,"It's hard to say who might like this, are there Tolstoy groupies out there?"
10363,2,And I expect a lot more from such an outstanding talent as director Bruce McCulloch.
10364,3,It's sweet.
10365,3,"Visually captivating, rarely hammer-hard, honourable and burns his bald patches with conviction."
10366,3,"A solid, psychological action film from Hong Kong."
10367,1,These self-proclaimed athletes have slammed their brains into the ground so often and furiously that their ability to explain themselves has evolved in the same way as their natural instinct for self-preservation.
10368,1,"No matter how much he walks around and acts like a fool, accepting a 50-year-old in the role is in some ways Michael Jackson's scary."
10369,2,The whole film is full of déjà vu moments.
10370,4,The film is bright and shrill in every way.
10371,1,Disreputable machinations and exquisite trappings are tempered by a lacklustre script and inferior performances.
10372,1,Bean drops the ball too often... in the hope that the cunning premise will generate enough interest to make up for an unfocused screenplay.
10373,0,"-LRB- Creates -RRB- the worst kind of mythologization, the kind that sacrifices real heroism and miserable suffering to melodrama."
10374,3,"The film is reasonably entertaining, but two-thirds of the way through, as the melodramatic aspects begin to overtake the comedy."
10375,1,"I am convinced that I could keep a family of five blind, crippled Amish alive in this situation better than these British soldiers do to keep themselves alive."
10376,3,"Beautifully interwoven, they recall the rocking milestones of the sixties from Lonely Boy to Don't Look Back."
10377,3,The film's quiet pace is actually one of its strengths.
10378,1,Nothing more than a crushing morality tale in peep-box clothes.
10379,4,"If you are not deeply touched by this film, check your pulse."
10380,1,"A clumsily manufactured attempt at exploitation, a stylish exercise in manipulation and chaos."
10381,2,"Broomfield reveals an ironic manifestation of institutionalized slavery, linking a black record label with a white police force."
10382,1,Its inevitable absurdities amount to an insult to the intelligence of anyone who has not lived under a rock since 9 / 11 - LRB-.
10383,4,"Much of this stems from the courageous, uninhibited performances of its leading actors."
10384,1,"Strives for the cracking madness of The Adventures of Buckaroo Banzai, but thanks to an astonishingly witless script, it ends more like The Adventures of Ford Fairlane."
10385,3,"For more than two decades, Nachtwey has traveled around the world ravaged by war, hunger and poverty, documenting the cruelty and suffering he has found with a harrowing, eloquent clarity."
10386,2,To the extent that ivans xtc.
10387,0,One of the worst films of the year.
10388,4,A fascinating aesthetic experience steeped in mystery and a ravishing baroque beauty.
10389,2,But here's a look at his life.
10390,3,... an interesting piece of history.
10391,3,"A sly visual style and lots of charm make ""Cherish"" a very good -LRB- but not great -RRB- movie."
10392,3,"The UB dismays and celebrates both the more outward aspects of ""black culture"" and the quieter aspects of ""white culture,"" even if it points out how inseparable the two are."
10393,2,"Not as good as the original, but what about..."
10394,2,"There are problems with this film that even 3 Oscar winners can't overcome, but it's a nice girl-buddy movie once it gets rolling."
10395,1,"A pale Xerox from other, better thrillers."
10396,1,"Allegedly ""Based on true events,"" ""a distortion of language suggesting that it is impossible to claim it is based on a true story"" ""with a straight face."
10397,1,"A heavy stench of ""Once Upon a Time, Done"" hangs over the film."
10398,3,A sentimental hybrid that could benefit from the spice of specificity.
10399,2,"The message is that even the most improbable can unite to overcome all kinds of obstacles, whether they come from nature, from man, or from each other."
10400,4,"< p > Spider-Man is better than any summer blockbuster we saw last summer, and hopefully sets the tone for a summer of good things."
10401,2,The M: I-2 spoofing title sequence is the funniest 5 minutes in this agent comedy franchise... Then Mike Myers shows up and ruins everything.
10402,4,A film that contains almost as many delicacies for adults as for children and dog lovers.
10403,2,"""Me Without You"" is a thorough examination of a female friendship that looks back on a few dynamic decades."
10404,1,There are many cheesy dialogues and absurd moments.
10405,3,"This is one of Chabrol's most subtle works, but also one of his most eerie."
10406,4,... a triumph of emotionally and narratively complex filmmaking.
10407,2,"I'm not saying Ice Age doesn't have some pretty pictures, but there's not enough substance in the story to actually bring them to life."
10408,1,"Yes, Spirited Away is a triumph of fantasy, but it's also a failure of storytelling."
10409,3,"Immerse yourself in a reality that is in most cases difficult and sad, and then, without sentimentalizing it or denying its brutality, transform it into a lyrical and solemn vision."
10410,0,The attempt to build a pressure cooker full of horrified awe stems from the simple fact that the film has next to nothing to show.
10411,4,Topics that might make a sailor blush - but lots of laughs.
10412,3,It treats Ana's journey with an honesty that is tragically rare in the film's portrayal of young women.
10413,2,"I prefer Soderbergh's focus on his two lovers to Tarkowski's predominantly male, mostly patriarchal debating society."
10414,1,"A boring masquerade ball where normally good actors, including Kingsley, look bad."
10415,4,The genius of the work speaks volumes and offers a hallucinatory dreamscape that frustrates and captivates.
10416,0,A crass and insulting homage to great films such as Some Like It Hot and the John Wayne classic.
10417,2,"It is sincere to a mistake, but unfortunately not very convincing or much fun."
10418,3,"By surrounding us with hyperartificiality, Haynes allows us to recognize familiar themes such as racism and homophobia in a new way."
10419,3,What gushes out of John C. Walsh's pipe dream is the distinct and very welcome feeling of watching intelligent people make a film they actually want to see.
10420,4,See it.
10421,1,Apparently reassembled from the cutting room floor of any daytime soap.
10422,4,Texas director George Ratliff had unlimited access to families and church meetings and delivers fascinating psychological fare.
10423,1,It never comes to his clever what-if concept.
10424,1,"Blue Crush follows this formula, but raises too many conflicts to keep the story compelling."
10425,2,So entertainment.
10426,2,A hidden drama that evokes classic French nuances.
10427,1,"Halfway through, however, after sucking dry the undead action flick formula, Blade II mutates into a brutal monster movie with effects that are silly rather than scary."
10428,3,A big-budget film as bluntly pure as The Hours is a rarity and an event.
10429,0,This is not one of those films you'd want to watch if you only had a week to live.
10430,4,It turns out to be smarter and more devilish than one might have thought at the beginning.
10431,2,A meatball for the generation of the naked mediocre.
10432,4,"A jewel of a romantic crime comedy that turns out to be clever, amusing and unpredictable."
10433,4,"A funny, low-key romantic comedy."
10434,4,"This is a finely written, superbly acted, offbeat thriller."
10435,2,"It would be disingenuous to call Reno a great movie, but you can say that about most of the movies coming in and out of the multiplex."
10436,3,"Although the film boils down to an easy story about dating, the characters are worth the trip for beginners"
10437,4,He conjures with such exuberance and passion that the length of the film becomes part of his fun.
10438,4,A coming-of-age film that Hollywood wouldn't have the guts to make.
10439,2,Only two-fifths of a satisfying cinematic experience.
10440,0,Shankman... and screenwriter Karen Janszen meander through the narrative as if it were a series of biblical parables and not an actual story.
10441,3,"By calling the electoral process into question, Payami vividly illustrates the problems of the young democracies, but also the strength and sense of freedom that the Iranian people already possess, with or without access to the ballot box."
10442,4,"Still, this film is fun and contains some really excellent sequences."
10443,2,"She is a cipher, played by an actress who smiles and frowns but reveals no inner life."
10444,1,Simply too stupid and too thoughtful to ensnare his target audience.
10445,2,"The sight of the name Bruce Willis evokes images of violent battlefield action, but the film has much more in mind - perhaps too much."
10446,3,A film that sends you out of the theatre with the feeling of having lived in another community.
10447,3,This seductive thrill of a thriller does it.
10448,4,This comedic gem is as delightful as it is derivative.
10449,3,The film is a wild dance of destruction.
10450,3,"Works both as a revealing look at the cooperation process and as a timely, tongue-in-cheek profile of the corporate circus that represents the record industry in the current climate of mergers and downsizing."
10451,1,-LRB- T -RRB- oo many of these crass scenes...
10452,2,"She is not yet an actress, not a singer..."
10453,1,"Matteis's underdeveloped effort here is nothing more than a convenient conveyor belt of brooding personalities walking around as if they were coming back from the stock characters ""camp - a sleepy drama infatuated with its own pretentious self-examination."
10454,2,the phone rings and a voice tells you that you have seven days to live.
10455,1,Too stupid to take them seriously.
10456,2,Go to the performance of La Salle and make do with a stuttering script as best you can.
10457,2,Rude!
10458,4,"A powerful and enlightening story that explores forbidden love, racial tensions, and other themes that are as valid today as they were in the 1950s."
10459,1,You leave the room with the feeling that you have had a long workout without ever setting your pulse racing.
10460,0,"Worthless, from his pseudo-rock video opening to the idiocy of his last pictures."
10461,1,"Glitzy but formulaic and silly... Cagney's ""Top of the World"" has been replaced by the bottom of the barrel."
10462,3,"Basically, this cartoon adventure is so exciting."
10463,3,Both an admirable reconstruction of terrible events and an appropriate memorial to the dead of that time and the thousands that followed.
10464,1,Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers.
10465,4,Prepare to cling tensely to the edge of the seat.
10466,3,"It succeeds where its most recent predecessor fails miserably, because it requires both sides to endure the horrors of war."
10467,4,"One man who left the screening said the film was better than ""Saving Private Ryan."""
10468,1,"I think it was Plato who said, ""I think that's why I know better than to rush to the theater for this theater."""
10469,4,"I had a dream that an intelligent comedy would come to rescue me from a summer of teen-driven loo humor, and it was called Earnest."
10470,3,"In his latest attempt at storytelling, Solondz has finally made a film that is not only offensive, but also good."
10471,4,"But while the highly predictable narrative falls short, Treasure Planet is truly beautiful to watch."
10472,3,"A thriller with rough edges - that is, it does not follow the stale, standard connect-the-dots plot that has become commonplace in films dealing with the dark underbelly of the criminal world."
10473,3,The moral shrapnel and mental turmoil will persist long after this film has ended.
10474,3,Ramsay and Morton fill this character study with poetic power and exhilarating emotion.
10475,1,A film held captive by mediocrity.
10476,1,"Stale, futile scenario."
10477,2,"Despite the holes in the story and the somewhat predictable plot, the moments in the film made me jump in my chair..."
10478,1,A supernatural mystery that does not know whether it is supposed to be an exciting horror film or a tearful melodrama.
10479,3,A film that sends you out of the theatre with the feeling of having lived in another community.
10480,1,Eight leg-hard freaks who don't belong in the pantheon of the great monster / science fiction films we've come to love...
10481,3,The touch is generally light enough and the performances largely believable.
10482,3,Combines a comically dark social realism with an absurd fantasy of redemption and renewal.
10483,0,Suffers from unlikeable characters and a confident sense of his own quirky hipness.
10484,2,Some stunning visuals - and some stunningly dull cinema.
10485,2,"Eastwood shrugs, clutching his chest and gasping for air."
10486,4,"-LRB- Taymor -RRB- uses the idea of making Kahlo's art a living, breathing part of the film, and often catapults the artist into her own work."
10487,3,"A fine effort, an interesting subject, some fascinating characters and a sad ending."
10488,1,"After a while, Hoffman's quirks and mannerisms, especially his tendency to engage in catchphrases - things that seem so real in small doses - become annoying and artificial."
10489,2,"The message of such reflections - whether intentional or not - is that no art arises from a vacuum, but many artists exist in one."
10490,1,"The script by James Eric, James Horton and director Peter O'Fallon... is so clapped-out that your teeth hurt."
10491,4,"Like Edward Norton in American History X, Ryan Gosling - LRB- Murder By Numbers -RRB- delivers a magnetic performance."
10492,1,"Congested, full of itself, morally ambiguous and nothing to shout about."
10493,3,A good documentary can make a subject interesting that you thought would leave you cold.
10494,3,Charlotte is sometimes a gem.
10495,2,The philosophical considerations of the dialogue contrast the film's tasteless soap opera escapades in a surprisingly entertaining way.
10496,2,"This is by no means a terrible film, but it is also far from being a realized work."
10497,1,"If routine actions and jokes like this are your cup of tea, then pay your $8 and get ready for the big scissors."
10498,2,Has its share of captivating images.
10499,3,"The appeal of the film has much to do with the cast, with Juliette Binoche as Sand, bringing her pale, dark beauty and characteristic warmth to the role."
10500,3,"Angel presents the events partly from the perspective of Aurelie and Christelle, lending the film the sensibility of a particularly nightmarish fairy tale."
10501,3,Who cares when it's so rich and lavish?
10502,4,"A work of extraordinary journalism, but it is also a work of skilful and subtle poetry."
10503,1,The only young people who might enjoy it are infants... who might be distracted by the fast movements and sounds of the film.
10504,3,Drumline skillfully captures the complicated relationships in a brass band.
10505,1,"This is a remake of the numbers, combining a half-hearted plot with a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie."
10506,0,Has all the scenic appeal of a coil.
10507,4,"This calm, introspective and entertaining independent is worth seeking out."
10508,3,"Although Jackson does not always manage to integrate the characters in the foreground into the extraordinarily rich landscape, it has to be said that he is an imaginative filmmaker who can see the forest for the trees."
10509,2,"-LRB- Allen's -RRB- have been doing Piffle for a long time, and Hollywood Ending might be his way of saying that Piffle is everything the airhead film business currently deserves from him."
10510,0,"Boll gives you goosebumps with a lot of rapid editing and blurred crotch pressure, but dull dialogues and sometimes inadequate performances destroy the effect."
10511,2,An intoxicating dose of film fluff.
10512,1,"""Looking For Leonard '"" just seems to sit neutral, hoping for a stiff wind to push it uphill or something."
10513,1,"Pap invested in duplicating subtexts and ridiculous stings of existentialism, reminiscent of the discovery of the Wizard of God in the fifth Trek film."
10514,1,Schrader wants to cast an unshakeable eye on the downfall of a man brought about by a lack of self-confidence.
10515,0,"Particularly thanks to Williams, all the interesting developments are processed in 60 minutes - the rest is just an overexposed waste of film."
10516,0,"A vile, incoherent mess... a sleazy copy of David Cronenberg's brilliant ""Videodrome."""
10517,1,"One of these days Hollywood will come up with an original idea for a teen movie, but until then there will always be this excitement to feed the younger generations."
10518,2,"What might have been ""an exciting exploration of a strange triangle of love"" becomes a jumble of uncoordinated vectors."
10519,3,A captivating allegory of the last days of the democratic Weimar Republic.
10520,0,"For a story set on the high seas, the Ghost Ship, with its leaden spectacle, dull presentation and telegraphed surprises, is pretty much on land. """
10521,2,Proves above all that South Korean filmmakers can make unpretentious action movies with all the sophistication of their Hollywood counterparts.
10522,3,"It challenges this annoying curiosity, as modern art should."
10523,0,It's like De Palma spending an hour setting a fancy table and then serving Kraft macaroni and cheese.
10524,1,A little more intensity and a little less charm would have spared this film a world of injuries.
10525,4,"At 78 minutes, it fizzes with liveliness and warmth."
10526,1,"... most viewers will wish there had been more of the ""Queen"" and less of the ""damned."" """
10527,0,One begins to yearn for the end credits like the desert for rain.
10528,4,Monte Cristo cleverly emphasizes the well-crafted story and dispenses with superfluous chase scenes and sword fights while revenge unfolds.
10529,2,"... the implication is that Kissinger may have decided that, when it comes to clubs, it is better to give than to receive."
10530,3,Rodriguez has the chops of a smart movie school brat and the imagination of a big kid...
10531,2,Narc can only remind us of brilliant crime dramas without becoming one.
10532,1,Sounds like a pretty feeble conversion.
10533,1,"If Welles were unhappy at the prospect of humanity splitting in half, he probably wouldn't be too mad if his great-grandson's film split in roughly the same way."
10534,1,"Baran is shockingly devoid of the typical Majid Majidi-loving, crippled children."
10535,4,"Just like a delicious meal, Red Dragon is satisfied by its mature recipe, inspiring ingredients, certified cuisine and tasty presentation."
10536,2,"Directed by Dani Kouyate from Burkina Faso, Sia lacks visual flair."
10537,0,An erotic thriller that is neither too erotic nor too exciting.
10538,4,"But when you watch the film, you're too interested to care."
10539,4,Showtime is a good-looking film with a bouncy score and a plethora of lively songs for deft punctuation.
10540,2,"If Reno is on the left of the liberal political spectrum, her tough, witty, rather messy show is not so much subversive as harmful about the hypocrisy of our times."
10541,1,Love Liza is a festival film that would have been better kept at the festival.
10542,1,Ultimately... the film is too intoxicating for children and too prussian for adults.
10543,2,The warnings to resist the temptation in this film... are blunt and challenging and offer no easy reward for staying clean.
10544,2,"Another in a long line of ultra-violent war films, this is not quite what it could have been as a film, but the story and theme make up for it."
10545,4,Cool gadgets and creatures keep it fresh.
10546,2,I have two words to say about Reign of Fire.
10547,4,"This sensitive, intelligent, clever, captivating coming-of-age drama delves into the passive-aggressive psychology of codependence and the struggle for self-esteem."
10548,2,They go through the motions but the zip has gone.
10549,2,Feeling like a dope has rarely been more fun than in Nine Queens.
10550,0,Black and white and unrealistic.
10551,3,"An old-fashioned, but emotionally stirring adventure story, rarely made."
10552,2,This kind of cute and mendacious material is far from Zhang's strength and shows it.
10553,3,-LRB- A -RRB- captivating documentary.
10554,1,Throughout the film there is more repetition than creativity.
10555,0,"Sheridan is painfully bad, a fourth-rate Jim Carrey who doesn't understand the difference between silly fun and just plain stupid."
10556,0,It's hard to understand why anyone picked him up.
10557,1,"Louiso lets the film languish in classic indie-movie mode, and Hoffman's script stumbles across a late twist that just doesn't make sense."
10558,4,The Pianist is Polanski's best film.
10559,3,The Scorpion King is more fun than Conan the Barbarian.
10560,2,This is SO De Palma.
10561,2,Not kids who don't need the lesson in disgust.
10562,3,They are the ones who are worth visiting the theatre.
10563,4,"A thoughtful and surprisingly touching portrait of a screwed-up man who dares to confront some powerful people, seen through the eyes of the idealistic child who decides to stand up for his ultimately lost cause."
10564,2,Watching Spirited Away is like watching an Eastern fantasy explode.
10565,4,A film about female friendship that men can accept and that women will talk about for hours.
10566,2,"While Glover, the irrepressible eccentric from River's Edge, Dead Man and Back to the Future, is perfectly cast for the role, he represents Bartley's main flaw."
10567,3,"Here's a VH1 Behind the Music Special that has something special behind it: music that hasn't sold many records, but has helped transform a nation."
10568,0,"This is an ugly film, ill-fitting, with its elbows sticking out where the knees should be."
10569,2,"In the end, though, it's only slightly amusing if it could have been so much more."
10570,2,"The chaotic emotions raging during this three-hour effort are immediately recognisable, allowing the film to feel paradoxically familiar and foreign at the same time."
10571,1,Tendency rising.
10572,3,"This charming but light story has warmth, wit and interesting characters who are compassionately portrayed."
10573,1,"Nothing happens, and it happens to flat characters."
10574,2,Bad in such a bizarre way that it's almost worth watching the mad confluence of purpose and taste.
10575,3,"Ratliff's two previous titles, Plutonium Circus and Purgatory County, show his penchant for quirky, controversial constellations, and this film is part of that delicate canon."
10576,2,"Apart from being an acting exercise or an unusually dark joke, one wonders what anyone has seen in the film that made it."
10577,1,"The story has some nice twists, but the ending and part of the back story is a bit tired."
10578,3,on the big screen.
10579,0,"Cox offers many insights into existing photos, but there are no films by Nijinsky, so the director treats us instead to an aimless hodgepodge."
10580,2,It's all a pretty misshapen good time...
10581,1,"A long, numbing action sequence made up largely of routine material Yuen has given us before."
10582,4,"Totally exciting, extremely fast paced and finally... dare I say entertaining!"
10583,4,The large-format IMAX camera is perfect for filming the teeming life on the reefs and makes this beautiful film a must-see for everyone from young scientists to adult fish lovers.
10584,3,"Leigh doesn't break new ground, but he knows how a daily grind can kill love."
10585,0,"Like Rudy Yellow Lodge, Eyre must sweat profusely to clarify his cinematic vision before his next creation and to remember the teachings of the cartoon spider."
10586,0,Ready for film.
10587,2,Two hours of sepia-coloured heavy metal images and surround sound effects of wailing people.
10588,1,Kurys seems intimidated both by her subject matter and by the historical trappings of this debut in the heritage business.
10589,1,"Another repetition of what has become one of the film's creepiest conventions, in which people with developmental disabilities are portrayed with almost supernatural powers to humiliate, teach and ultimately redeem their mentally ""superior"" friends, family..."
10590,0,The script resorts to too many tried-and-tested tricks that hardly distinguish it from the next teen comedy.
10591,2,"Not bad, but not very good either."
10592,0,This film plays like an extended dialogue exercise in Retard 101.
10593,3,Cage succeeds in a certain casual realism
10594,3,"Mr. Clooney, Mr. Kaufman and all their collaborators have the right to bow deeply to turn an almost certain recipe for a critical and commercial disaster into a compelling entertainment."
10595,1,"This is largely a useless film, even with a great director at the helm."
10596,4,"The story itself was largely told through on-camera interviews with several survivors, whose compelling recollections are presented as clearly as if it had all happened yesterday."
10597,3,Shows a lively imagination and an impressive style that leads to some great setpieces.
10598,0,Created mostly by a weak script that doesn't support the epic treatment.
10599,4,"The story offers ample opportunity for large-scale action and suspense, which director Shekhar Kapur delivers with tremendous skill."
10600,3,A conventional but well thought-out film about a historic legal battle in Ireland over a man's right to raise his own children.
10601,3,"A quasi-documentary by French filmmaker Karim Dridi, which celebrates the robust spirit of Cuban music."
10602,3,"If it's not quite memorable, the film is certainly easy to watch."
10603,0,It's still horrible!
10604,2,A meatball for the generation of the naked mediocre.
10605,3,"What elevates the film above the filthy gangster movies is its refusal to recognize any signposts, as if it had found a way to the bitter end without a map."
10606,2,The Fast Runner 'takes viewers into an unusual space
10607,3,Nothing can beat the affection of this moral favourite: friends become friends through thick and thin.
10608,1,"I've seen a few bad actors, but Lil Bow Wow takes the cake."
10609,3,"Director Peter Kosminsky gives these women a forum to show off their acting talent, and they make full use of it."
10610,3,Those who change lanes try more.
10611,2,"The story is practically impossible to follow here, but the dialogue has a certain style and wit."
10612,3,"Yes, steep upwards."
10613,3,Mama Africa delivers on that promise pretty well.
10614,3,I really liked this movie...
10615,0,"It's the kind of uninspired, over-the-top undertaking that gives Hollywood sequels a bad name."
10616,0,"Although the story is more focused than the incomprehensible Anne Rice novel on which it is based, Queen Of The Damned is a pointless, meandering celebration of the goth-vampire, tormented woe-is-me lifestyle."
10617,4,One regards the dominion of Fire with awe.
10618,1,Jaglom offers the not-so-original premise that anyone involved in filmmaking is a cheat and a liar.
10619,4,Amazing!
10620,3,Eyre is on track to become the American Indian Spike Lee.
10621,0,"I'm not sure what will take longer to heal: the world on Johnny Knoxville's belly from a counter-insurgency projectile, or my own tortured psyche."
10622,0,Absolutely terrible Iranian drama... as much fun as a grumpy ayatollah in a cold mosque.
10623,4,"There is so much to see in Metropolis that you hate to take your eyes off the pictures, long enough to read the subtitles."
10624,4,Ms. Hutchins is talented and charismatic enough to share in Zelda's eventual fate.
10625,1,"... begins with promises, but runs aground after becoming entangled in his own tangled plot."
10626,1,A feel-good film that does not give you enough to feel comfortable.
10627,1,"Too theatrical, too talkative - and too long - for its own good."
10628,1,"Although it is welcome to see a Chinese film that depicts a homosexual relationship mature and open, Lan Yu never catches dramatic fire."
10629,1,"They threw a lot of money at an idea that should have been so much more, even if it was only made for teenagers and wrestling fans."
10630,0,This is presumptuous and bordering on amateurism.
10631,3,"Although the crossover appeal for those who have little interest in the Elizabethans - LRB - and the frustration of those who know about Rubbo's dumbing down tactics - RRB - is likely to be very low, Much Ado About Something is a friendly endeavor."
10632,1,Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other stories from the Deep South.
10633,1,Is it really advantageous to invest so much subtlety and warmth in an animatronic bear when people behave like puppets?
10634,4,It is an intoxicating place to visit this laboratory of laughter.
10635,3,"If you're looking for an intelligent film where you can let go of your pent-up anger, ENOUGH is for you."
10636,1,"Maybe there's a metaphor here, but figuring it out wouldn't make Trouble Every Day any better."
10637,0,Eight crazy nights is tasteless and a total failure for children and adults alike.
10638,2,"Some films manage without comedy by structuring the scenes as if they were jokes: construction, delivery, and payback."
10639,3,"A pleasant, above-average summer change."
10640,0,"The threat posed by the title Pokémon 4ever is frightening - like locusts in a horde, these things will keep coming."
10641,1,"Most fish stories are a little odd, but this is one to throw back into the river."
10642,1,"The Blair Witch formula follows for an hour, in which we are told something creepy and vague, and then things go wrong in the last 30 minutes."
10643,1,A battle between bug-eye theatre and dead-eye matinee.
10644,1,Moves in such strange directions and lapses into such a news-driven moralism that its good qualities are forgotten.
10645,1,The length of the film... burdens the concept of the series.
10646,1,Romanek keeps adding flowers - artful fantasy sequences - that just feel wrong.
10647,4,"A worthy addition to the cinematic canon, which ultimately comprised 52 different versions."
10648,0,The characterisation was sacrificed for the spectacle.
10649,0,"Frankly, it's kind of an insult, to both men and women."
10650,3,"""Red Dragon"" never cuts corners."
10651,1,"I've just seen this movie... well, it's probably not right to call it a movie."
10652,4,Steven Spielberg brings us another masterpiece
10653,4,"Fairy tale formula, serves as a paper skeleton for some very good acting, dialogue, comedy, direction and above all charm."
10654,1,Pity.
10655,1,A prison comedy that never really gets out of its cosy little cell.
10656,3,"It may take time to get to where it's going, but if you have the patience to do it, you don't feel wasted."
10657,3,What happens next?
10658,2,A...
10659,0,Even the hastily and amateurishly drawn animation cannot capture.
10660,1,"It starts promisingly, but crumbles into a dreary, humourless soap opera."
10661,0,An incredibly irritating comedy about thoroughly empty people... manages to embody the worst excesses of the nouvelle vague without having fun or energy.
10662,1,"As in most of Jaglom's films, some of it is honestly touching, but much of it seems invented and second-hand."
10663,2,"Jones helps breathe some life into the insubstantial plot, but even he is overwhelmed by predictability."
10664,0,Things just don't get going.
10665,3,"A quiet, unsettling triumph."
10666,1,"Like a grinning Jack O'Lantern, his apparent joy has arisen from a lobotomy, after all his vital essences have been hollowed out and thrown away."
10667,3,"What sets him apart is the vision that Taymor, the avant-garde director of Broadway's ""The Lion King"" and the film Titus, brings."
10668,4,"It's not so much an entertainment piece as a unique, well-thought-out psychological study of grief."
10669,1,"Unforgettable for a strange malaise that makes its tension limp, its surprises limp and its resolutions ritual."
10670,1,Hit her - she's not funny!
10671,4,The cast is top notch and I predict there will be plenty of female viewers drooling over Michael Idemoto as Michael.
10672,1,"Forget the Psychology 101 study of romantic obsession and just look at the costume procession in castles, and it doesn't seem so dull."
10673,1,But there is enough to offend everyone...
10674,4,"A rather funny film, in which most of the humor comes, as before, from the inappropriate but chemically perfect interaction of Crystal and De Niro."
10675,2,"an ""O Bruin, where are you?"" """
10676,1,-LRB- A -RRB- Slummer.
10677,2,"Authentic and sometimes endearing, humorous, creepy, instructive, but sometimes as bland as a snowball."
10678,0,That such a great film could have become such a terrible film is one of the worst cinematic tragedies of the year.
10679,2,"The closest Ice Age has come, however, is that of Warner Bros. giant Chuck Jones, who died a few weeks before its theatrical release."
10680,3,"A clever, steamy mix of road movie, coming-of-age story and political satire."
10681,1,"Even after 90 minutes of each other's play, Bullock and Grant still look bad when they share the same scene."
10682,2,"The film by writer and director Achero Manas is schematic and obvious, although it is uniformly well played, especially by the young Ballesta and Galan -LRB- a first-time actor -RRB-."
10683,2,Proof of this is Ballistic: Corners vs. Sever.
10684,2,Let's face it - there aren't many reasons why anyone would want to see Crossroads unless they're big fans of teen pop kitten Britney Spears.
10685,3,"-LRB- The Cockettes -RRB- offer a window into a subculture that wants to express itself in every possible way. """
10686,4,An imaginative drama about Napoleon's last years and his surprising discovery of love and humility.
10687,2,"More variety show than well-constructed narrative, but harmless in these conditions and actually quite sweet."
10688,3,"Enough to satisfy our lowest desires for something in return, but, unlike many revenge fantasies, it ultimately delivers results."
10689,1,"Trying to figure out the rules of the country bear universe - when are bears and when are they like humans, only hairier - would tax Einstein's brain."
10690,1,Zero in this case.
10691,3,"If you are tired of going to places where no one has ever gone, but several movies - take a heart."
10692,4,Rifkin's references are... consistently impeccable.
10693,2,"The screenwriter and director Haneke -LRB-, who adapted Elfriede Jelinek's novel -RRB- really deserves credit for making a film that is not nearly as graphic, but much more powerful, brutally shocking and hard to watch."
10694,1,Even if Crush deviates from the 4W formula... it feels like glossy paper.
10695,2,Safe Conduct -LRB- Laissez Passer -RRB- could be loved as a French film with 170 minutes of subtitles.
10696,0,"Unfunny comedy with lots of static shots, little camera movement and most scenes are set indoors in formal settings with motionless characters."
10697,0,"In the end, there's not much to it."
10698,1,"Too much storytelling strays from Solondz's critique of society, casting his audience as an intellectual reader contemplating the author's professional woes."
10699,4,"Fifty years later, the political situation in the world seems to have changed little, and -LRB- Director Phillip -RRB- Noyce demonstrates the allegory with remarkable skill."
10700,4,It's a feat.
10701,1,"In the end, Tuck Everlasting becomes a victim of the eternal conundrum that every human being who has ever lived has experienced: too much to do, too little time to do it."
